web-scraper-order,web-scraper-start-url,types_habits,prix,adresse,image_lien-src
"1752098534-1","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements bébé","Prix sur demande","Ouakam, Dakar, Sénégal",""
"1752098534-2","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements bébé","Prix sur demande","","https://images.coinafrique.com/thumb_2961086_uploaded_image1_1613766640.jpg"
"1752098534-3","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","Prix sur demande","Ouakam, Dakar, Sénégal",""
"1752098534-4","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","Prix sur demande","","https://images.coinafrique.com/thumb_2961083_uploaded_image1_1613766533.jpg"
"1752098534-5","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements pour nouveau né","Prix sur demande","Ouakam, Dakar, Sénégal",""
"1752098534-6","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements pour nouveau né","Prix sur demande","","https://images.coinafrique.com/thumb_2959262_uploaded_image1_1613679806.jpg"
"1752098534-7","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","Prix sur demande","Ouakam, Dakar, Sénégal",""
"1752098534-8","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","Prix sur demande","","https://images.coinafrique.com/thumb_2959258_uploaded_image1_1613679707.jpg"
"1752098534-9","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements nouveau-né","Prix sur demande","Ouakam, Dakar, Sénégal",""
"1752098534-10","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements nouveau-né","Prix sur demande","","https://images.coinafrique.com/thumb_2959257_uploaded_image1_1613679631.jpg"
"1752098534-11","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements  bébé","Prix sur demande","Ouakam, Dakar, Sénégal",""
"1752098534-12","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements  bébé","Prix sur demande","","https://images.coinafrique.com/thumb_2959255_uploaded_image1_1613679558.jpg"
"1752098534-13","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements bébé","Prix sur demande","Ouakam, Dakar, Sénégal",""
"1752098534-14","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements bébé","Prix sur demande","","https://images.coinafrique.com/thumb_2959248_uploaded_image2_1613679445.jpeg"
"1752098534-15","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Kit de prière pour garçon","20 000CFA","Dakar, Sénégal",""
"1752098534-16","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Kit de prière pour garçon","20 000CFA","","https://images.coinafrique.com/thumb_2959193_uploaded_image1_1613676990.jpg"
"1752098534-17","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Kit de prière pour fille","20 000CFA","Dakar, Sénégal",""
"1752098534-18","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Kit de prière pour fille","20 000CFA","","https://images.coinafrique.com/thumb_2959180_uploaded_image1_1613676547.jpg"
"1752098534-19","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements bébé","3 000CFA","Dakar, Sénégal",""
"1752098534-20","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements bébé","3 000CFA","","https://images.coinafrique.com/thumb_2958974_uploaded_image1_1613669656.jpg"
"1752098534-21","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement bébé","3 000CFA","Dakar, Sénégal",""
"1752098534-22","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement bébé","3 000CFA","","https://images.coinafrique.com/thumb_2958970_uploaded_image1_1613669538.jpg"
"1752098534-23","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Sous vêtements fille","3 500CFA","Dakar, Sénégal",""
"1752098534-24","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Sous vêtements fille","3 500CFA","","https://images.coinafrique.com/thumb_2956441_uploaded_image1_1613569974.jpg"
"1752098534-25","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Robe pour filles","6 000CFA","Dakar, Sénégal",""
"1752098534-26","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Robe pour filles","6 000CFA","","https://images.coinafrique.com/thumb_2956437_uploaded_image1_1613569866.jpg"
"1752098534-27","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble enfants","10 000CFA","Dieuppeul-Derklé, Dakar, Sénégal",""
"1752098534-28","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble enfants","10 000CFA","","https://images.coinafrique.com/thumb_2951605_uploaded_image1_1613355841.jpg"
"1752098534-29","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","Prix sur demande","Dakar, Sénégal",""
"1752098534-30","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","Prix sur demande","","https://images.coinafrique.com/thumb_2942141_uploaded_image1_1612893757.jpg"
"1752098534-31","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Shorts garçon","Prix sur demande","Dakar, Sénégal",""
"1752098534-32","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Shorts garçon","Prix sur demande","","https://images.coinafrique.com/thumb_2940112_uploaded_image1_1612814516.jpg"
"1752098534-33","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Habits enfants","5 000CFA","Dakar, Sénégal",""
"1752098534-34","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Habits enfants","5 000CFA","","https://images.coinafrique.com/thumb_2939878_uploaded_image1_1612807579.jpg"
"1752098534-35","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal",""
"1752098534-36","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements friperie enfants","Prix sur demande","","https://images.coinafrique.com/thumb_2939012_uploaded_image1_1612783880.jpg"
"1752098534-37","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfant","2 000CFA","Colobane, Dakar, Sénégal",""
"1752098534-38","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfant","2 000CFA","","https://images.coinafrique.com/thumb_2938994_uploaded_image1_1612783471.jpg"
"1752098534-39","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Friperie enfants","2 000CFA","Colobane, Dakar, Sénégal",""
"1752098534-40","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Friperie enfants","2 000CFA","","https://images.coinafrique.com/thumb_2938990_uploaded_image1_1612783368.jpg"
"1752098534-41","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements friperie enfants","1 500CFA","Colobane, Dakar, Sénégal",""
"1752098534-42","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements friperie enfants","1 500CFA","","https://images.coinafrique.com/thumb_2938986_uploaded_image1_1612783292.jpg"
"1752098534-43","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal",""
"1752098534-44","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Friperie enfants","Prix sur demande","","https://images.coinafrique.com/thumb_2938981_uploaded_image1_1612783153.jpg"
"1752098534-45","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfants","Prix sur demande","Colobane, Dakar, Sénégal",""
"1752098534-46","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfants","Prix sur demande","","https://images.coinafrique.com/thumb_2938979_uploaded_image1_1612783091.jpg"
"1752098534-47","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfant","3 000CFA","Colobane, Dakar, Sénégal",""
"1752098534-48","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfant","3 000CFA","","https://images.coinafrique.com/thumb_2938975_uploaded_image1_1612782982.jpg"
"1752098534-49","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfants","3 000CFA","Colobane, Dakar, Sénégal",""
"1752098534-50","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfants","3 000CFA","","https://images.coinafrique.com/thumb_2938684_uploaded_image1_1612774217.jpg"
"1752098534-51","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfants","2 500CFA","Colobane, Dakar, Sénégal",""
"1752098534-52","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfants","2 500CFA","","https://images.coinafrique.com/thumb_2938680_uploaded_image1_1612774159.jpg"
"1752098534-53","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfant","Prix sur demande","Colobane, Dakar, Sénégal",""
"1752098534-54","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfant","Prix sur demande","","https://images.coinafrique.com/thumb_2938653_uploaded_image1_1612773067.jpg"
"1752098534-55","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensembles enfant","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal",""
"1752098534-56","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensembles enfant","Prix sur demande","","https://images.coinafrique.com/thumb_2933246_uploaded_image1_1612515788.jpg"
"1752098534-57","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","6 000CFA","Dakar, Sénégal",""
"1752098534-58","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","6 000CFA","","https://images.coinafrique.com/thumb_2925176_uploaded_image1_1612218065.jpg"
"1752098534-59","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensembles blouson enfants","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal",""
"1752098534-60","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensembles blouson enfants","Prix sur demande","","https://images.coinafrique.com/thumb_2923009_uploaded_image1_1612168840.jpg"
"1752098534-61","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble bébé sortie de bain","8 000CFA","HLM, Dakar, Sénégal",""
"1752098534-62","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble bébé sortie de bain","8 000CFA","","https://images.coinafrique.com/thumb_2920795_uploaded_image1_1612023107.jpg"
"1752098534-63","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensembles blousons","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal",""
"1752098534-64","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensembles blousons","Prix sur demande","","https://images.coinafrique.com/thumb_2919804_uploaded_image1_1611967516.jpg"
"1752098534-65","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble bébé","4 000CFA","HLM, Dakar, Sénégal",""
"1752098534-66","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble bébé","4 000CFA","","https://images.coinafrique.com/thumb_2913239_uploaded_image1_1611677309.jpg"
"1752098534-67","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfant","2 000CFA","Dakar, Sénégal",""
"1752098534-68","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfant","2 000CFA","","https://images.coinafrique.com/thumb_2904738_uploaded_image1_1611251495.jpg"
"1752098534-69","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfant","3 000CFA","Dakar, Sénégal",""
"1752098534-70","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfant","3 000CFA","","https://images.coinafrique.com/thumb_2904731_uploaded_image1_1611251346.jpg"
"1752098534-71","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Tenue mardi gras","5 000CFA","Saly, Sénégal",""
"1752098534-72","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Tenue mardi gras","5 000CFA","","https://images.coinafrique.com/thumb_2904713_uploaded_image1_1611250923.jpg"
"1752098534-73","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Pull","8 500CFA","Dakar, Sénégal",""
"1752098534-74","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Pull","8 500CFA","","https://images.coinafrique.com/thumb_2898864_uploaded_image1_1611023219.jpg"
"1752098534-75","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble veste","15 000CFA","HLM, Dakar, Sénégal",""
"1752098534-76","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble veste","15 000CFA","","https://images.coinafrique.com/thumb_2894368_uploaded_image1_1610800978.jpg"
"1752098534-77","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble de fille","11 000CFA","Grand Yoff, Dakar, Sénégal",""
"1752098534-78","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble de fille","11 000CFA","","https://images.coinafrique.com/thumb_2879908_uploaded_image1_1610201702.jpg"
"1752098534-79","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble de fille nouveau né","10 000CFA","Grand Yoff, Dakar, Sénégal",""
"1752098534-80","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble de fille nouveau né","10 000CFA","","https://images.coinafrique.com/thumb_2879903_uploaded_image1_1610201519.jpg"
"1752098534-81","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensembles blousons","12 000CFA","Dieuppeul-Derklé, Dakar, Sénégal",""
"1752098534-82","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensembles blousons","12 000CFA","","https://images.coinafrique.com/thumb_2877447_uploaded_image1_1610105451.jpg"
"1752098534-83","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Tenue mardi gras","2 000CFA","Saly, Sénégal",""
"1752098534-84","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Tenue mardi gras","2 000CFA","","https://images.coinafrique.com/thumb_2862996_uploaded_image1_1609531083.jpg"
"1752098534-85","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Tenue mardi gras","7 000CFA","Saly, Sénégal",""
"1752098534-86","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Tenue mardi gras","7 000CFA","","https://images.coinafrique.com/thumb_2862982_uploaded_image1_1609530664.jpg"
"1752098534-87","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Tenue mardi gras","5 000CFA","Saly, Sénégal",""
"1752098534-88","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Tenue mardi gras","5 000CFA","","https://images.coinafrique.com/thumb_2862977_uploaded_image1_1609530409.jpg"
"1752098534-89","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Tenue mardi gras","5 000CFA","Saly, Sénégal",""
"1752098534-90","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Tenue mardi gras","5 000CFA","","https://images.coinafrique.com/thumb_2862973_uploaded_image1_1609530217.jpg"
"1752098534-91","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Tenues mardi gras","8 000CFA","Mbour, Sénégal",""
"1752098534-92","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Tenues mardi gras","8 000CFA","","https://images.coinafrique.com/thumb_2862971_uploaded_image1_1609530110.jpg"
"1752098534-93","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble blouson-pantalon","12 000CFA","Dieuppeul-Derklé, Dakar, Sénégal",""
"1752098534-94","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble blouson-pantalon","12 000CFA","","https://images.coinafrique.com/thumb_2855625_uploaded_image1_1609119933.jpg"
"1752098534-95","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble blouson-pantalon","12 000CFA","Dieuppeul-Derklé, Dakar, Sénégal",""
"1752098534-96","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble blouson-pantalon","12 000CFA","","https://images.coinafrique.com/thumb_2855622_uploaded_image1_1609119638.jpg"
"1752098534-97","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","7 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1752098534-98","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","7 000CFA","","https://images.coinafrique.com/thumb_2851844_uploaded_image1_1608894466.jpg"
"1752098534-99","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Robe enfant","Prix sur demande","Rufisque, Sénégal",""
"1752098534-100","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Robe enfant","Prix sur demande","","https://images.coinafrique.com/thumb_2850857_uploaded_image1_1608821060.jpg"
"1752098534-101","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Robes de fées","25 000CFA","Grand Yoff, Dakar, Sénégal",""
"1752098534-102","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Robes de fées","25 000CFA","","https://images.coinafrique.com/thumb_2848670_uploaded_image1_1608723432.jpg"
"1752098534-103","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble enfant","12 000CFA","Dieuppeul-Derklé, Dakar, Sénégal",""
"1752098534-104","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble enfant","12 000CFA","","https://images.coinafrique.com/thumb_2848046_uploaded_image1_1608690285.jpg"
"1752098534-105","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements bébé","Prix sur demande","HLM, Dakar, Sénégal",""
"1752098534-106","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements bébé","Prix sur demande","","https://images.coinafrique.com/thumb_2847552_uploaded_image1_1608661644.jpg"
"1752098534-107","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Lange-bébé","6 000CFA","HLM, Dakar, Sénégal",""
"1752098534-108","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Lange-bébé","6 000CFA","","https://images.coinafrique.com/thumb_2842909_uploaded_image1_1608475681.jpg"
"1752098534-109","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements prêt à porter","Prix sur demande","Ouakam, Dakar, Sénégal",""
"1752098534-110","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements prêt à porter","Prix sur demande","","https://images.coinafrique.com/thumb_2841444_uploaded_image1_1608391212.jpg"
"1752098534-111","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Blousons  enfant","12 000CFA","Dakar, Sénégal",""
"1752098534-112","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Blousons  enfant","12 000CFA","","https://images.coinafrique.com/thumb_2837197_uploaded_image1_1608213138.jpg"
"1752098534-113","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble bébé","3 500CFA","Ouakam, Dakar, Sénégal",""
"1752098534-114","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble bébé","3 500CFA","","https://images.coinafrique.com/thumb_2831975_uploaded_image1_1608024518.jpg"
"1752098534-115","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Habits garçon","7 000CFA","Mbour, Sénégal",""
"1752098534-116","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Habits garçon","7 000CFA","","https://images.coinafrique.com/thumb_2830504_uploaded_image1_1607959137.jpg"
"1752098534-117","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Robe bébé","6 000CFA","Ouakam, Dakar, Sénégal",""
"1752098534-118","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Robe bébé","6 000CFA","","https://images.coinafrique.com/thumb_2827196_uploaded_image1_1607800123.jpg"
"1752098534-119","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Pyjamas","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1752098534-120","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Pyjamas","Prix sur demande","","https://images.coinafrique.com/thumb_2820655_uploaded_image1_1607533703.jpg"
"1752098534-121","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble bébé","8 500CFA","Geule Tapée, Dakar, Sénégal",""
"1752098534-122","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble bébé","8 500CFA","","https://images.coinafrique.com/thumb_2820367_uploaded_image1_1607526579.jpg"
"1752098534-123","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble bébé","8 500CFA","Geule Tapée, Dakar, Sénégal",""
"1752098534-124","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble bébé","8 500CFA","","https://images.coinafrique.com/thumb_2820366_uploaded_image1_1607526578.jpg"
"1752098534-125","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal",""
"1752098534-126","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Friperie enfants","Prix sur demande","","https://images.coinafrique.com/thumb_2812825_uploaded_image1_1607261843.jpg"
"1752098534-127","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal",""
"1752098534-128","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Friperie enfants","Prix sur demande","","https://images.coinafrique.com/thumb_2812824_uploaded_image1_1607261795.jpg"
"1752098534-129","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal",""
"1752098534-130","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Friperie enfants","Prix sur demande","","https://images.coinafrique.com/thumb_2812818_uploaded_image1_1607261664.jpg"
"1752098534-131","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants friperie","Prix sur demande","Colobane, Dakar, Sénégal",""
"1752098534-132","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants friperie","Prix sur demande","","https://images.coinafrique.com/thumb_2812814_uploaded_image1_1607261569.jpg"
"1752098534-133","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal",""
"1752098534-134","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Friperie enfants","Prix sur demande","","https://images.coinafrique.com/thumb_2812806_uploaded_image1_1607261293.jpg"
"1752098534-135","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","Prix sur demande","Colobane, Dakar, Sénégal",""
"1752098534-136","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","Prix sur demande","","https://images.coinafrique.com/thumb_2812730_uploaded_image1_1607258285.jpg"
"1752098534-137","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal",""
"1752098534-138","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements friperie enfants","Prix sur demande","","https://images.coinafrique.com/thumb_2812722_uploaded_image1_1607257994.jpg"
"1752098534-139","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal",""
"1752098534-140","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Friperie enfants","Prix sur demande","","https://images.coinafrique.com/thumb_2812386_uploaded_image1_1607243816.jpg"
"1752098534-141","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Blouson enfant","7 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752098534-142","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Blouson enfant","7 000CFA","","https://images.coinafrique.com/thumb_2811803_uploaded_image1_1607197851.jpg"
"1752098534-143","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble vêtements bébé 4 pièces","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1752098534-144","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble vêtements bébé 4 pièces","Prix sur demande","","https://images.coinafrique.com/thumb_2810323_uploaded_image1_1607150915.jpg"
"1752098534-145","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble de vêtements  enfant","6 500CFA","Grand Yoff, Dakar, Sénégal",""
"1752098534-146","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble de vêtements  enfant","6 500CFA","","https://images.coinafrique.com/thumb_2808145_uploaded_image1_1607075247.jpg"
"1752098534-147","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","13 000CFA","Dakar, Sénégal",""
"1752098534-148","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","13 000CFA","","https://images.coinafrique.com/thumb_2806997_uploaded_image1_1607023635.jpg"
"1752098534-149","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble pour enfants","Prix sur demande","Grand Dakar, Dakar, Sénégal",""
"1752098534-150","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble pour enfants","Prix sur demande","","https://images.coinafrique.com/thumb_2806857_uploaded_image1_1607019083.jpg"
"1752098534-151","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements  bébé","4 000CFA","Tambacounda, Sénégal",""
"1752098534-152","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements  bébé","4 000CFA","","https://images.coinafrique.com/thumb_2806856_uploaded_image1_1607019066.jpg"
"1752098534-153","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements bébé","4 000CFA","Tambacounda, Sénégal",""
"1752098534-154","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements bébé","4 000CFA","","https://images.coinafrique.com/thumb_2806845_uploaded_image1_1607018789.jpg"
"1752098534-155","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble bébé","13 000CFA","HLM, Dakar, Sénégal",""
"1752098534-156","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble bébé","13 000CFA","","https://images.coinafrique.com/thumb_2802858_uploaded_image1_1606908786.jpg"
"1752098534-157","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Joggings enfant","6 000CFA","HLM, Dakar, Sénégal",""
"1752098534-158","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Joggings enfant","6 000CFA","","https://images.coinafrique.com/thumb_2801613_uploaded_image1_1606862161.jpg"
"1752098534-159","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble blousons enfant","Prix sur demande","Point E, Dakar, Sénégal",""
"1752098534-160","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble blousons enfant","Prix sur demande","","https://images.coinafrique.com/thumb_2799534_uploaded_image1_1606820694.jpg"
"1752098534-161","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble pour enfants","13 000CFA","Dakar, Sénégal",""
"1752098534-162","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble pour enfants","13 000CFA","","https://images.coinafrique.com/thumb_2798832_uploaded_image1_1606808601.jpg"
"1752098534-163","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble bébé","20 000CFA","HLM, Dakar, Sénégal",""
"1752098534-164","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble bébé","20 000CFA","","https://images.coinafrique.com/thumb_2798209_uploaded_image1_1606773441.jpg"
"1752098534-165","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Tunique enfants","12 000CFA","Saint Louis, Sénégal",""
"1752098534-166","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Tunique enfants","12 000CFA","","https://images.coinafrique.com/thumb_2796561_uploaded_image1_1606730811.jpg"
"1752098534-167","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble vêtement enfants","13 000CFA","Dakar, Sénégal",""
"1752098534-168","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble vêtement enfants","13 000CFA","","https://images.coinafrique.com/thumb_2796326_uploaded_image1_1606723773.jpg"
"1752098557-169","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robes enfants","Prix sur demande","Dakar, Sénégal",""
